,title,pp,summary,total_jobs,total_hours,locality,country,perc_job_success,projects,skills_list
109,Graphic Design | Print Layout Design | Web Design UI/UX,$45.00/hr,"With over a decade and a half in the industry, I've honed my design skills across diverse sectors, from publishing houses to burgeoning startups and local businesses.

My professional ethos is simple: understand every client's need and ensure that every project sees its journey from idea to realization. Efficient, organized, and driven by a robust creative impulse, I pride myself on punctuality and won't rest until you're entirely pleased with the outcome.

Core Competencies:
■ Web Design & UI/UX 
■ Graphic & Print Design
■ Branding Identity & Guidelines
■ Social Media Campaigns 
■ Editorial & E-book Design
■ Layouts & Infographics
■ Landing Page Creation 

Software Mastery:
■ Adobe Suite: XD, Indesign, Photoshop, Illustrator
■ Microsoft Suite: Office 365 (Word, PowerPoint)

I employ Adobe CC tools regularly, transforming abstract ideas into compelling visual narratives.

Discover my work at: behance.net/GoranAtanasovski

Ready to craft a narrative that resonates with your audience and fuels their passion for your brand? Drop me a line, and LET'S BEGIN YOUR JOURNEY!",105,"7,134",Skopje,Macedonia,100,"['Graphic Designer for Website Redesign', 'Website Visual Design QA & Feedback', 'Zapiano®Club Page Design', 'Graphic Designer', 'Experiences poster', 'Revise ppt file', 'Graphic Designer - Nonprofit Impact Report and Infographics', 'Full Stack Graphic Designer - Long term - German native', 'Cover', 'Holographic design for interactive EdTech start-up', 'Graphic Designer for Scientific Figures', 'Graphic Designer needed for ongoing projects', 'Graphic Designer', 'New company branding', 'Graphic designer']","['Layout Design', 'Print Design', 'Adobe InDesign', 'Adobe Illustrator', 'Graphic Design', 'Brochure', 'Brand Identity & Guidelines', 'Ebook Design', 'Magazine Layout', 'Banner Ad Design', 'UI/UX Prototyping', 'Web Design', 'Social Media Imagery', 'Cover Art Design', 'Responsive Design']"
110,Top Rated Graphic Designer | Photo Retouch | Image Vectorization,$25.00/hr,"Hello! 

I’m a graphic designer with more than 5 years of experience in the field.

I’ve designed digital and print material, including editorial, web design, social media, infographics, branding, corporate image, merch and posters. I work with Figma, XD, Adobe Photoshop, Illustrator, CorelDraw, Blender. 

I always do my best to keep honest, responsive, and professional communication, which is the key to success and great relationships with clients and peers.

I look forward to working on your projects!",94,216,Tbilisi,Georgia,100,"['Erase Background of a PDF', 'Flyer redesign', 'Graphics Designer Needed for HVAC Doorhanger and Business Card', 'Logo design', 'PDF Reformatting Needed Quickly', 'Change a name on a document for a gag / novelty', 'Need Photoshop Work on a Photos', 'Simplify a Government Brochure to Make it More Readable', 'Redesign of logo, illustrations and images for the', '2 баннера для Weiss', '16 Hours to make a documentary movie poster', 'Website redesign', 'Improve the look of a website', 'Photoshop Expert for Photo Manipulation', 'Vector File Adjustment and Optimization', 'Quick Logo Redesign of Existing Logo']","['Graphic Design', 'Figma', 'Adobe Photoshop', 'Vector Art', 'Poster Design', 'Adobe Illustrator', 'Label & Packaging Design', 'Vector Graphic', 'Logo Design', 'Photo Editing', 'Vector Tracing', 'Photo Manipulation', 'Vector File Format', 'Photo Retouching', 'Logo']"
111,Expert Graphic Designer | Illustrator,$40.00/hr,"Hi there!

I'm Lilly - an  expert graphic designer. I would love to do my best and create an amazing, professional design for you!

I have had the pleasure of working on a wide range of projects including print design, annual report, infographic design, custom/hand drawn illustrations, white paper layout and everything else the design world brings my way. 

Upwork success: Top Rated Graphic Designer with over 7 years of experience with 200+ successfully completed projects, 1200+ hours worked, 100% satisfied clients! 

🏆 Top Rated Status performers on Upwork 
🏅 7+ years of experience 
🧩 Attention to details 
⏱ Superfast & effective 
🔥 Highly motivated & creative",270,"1,712",Kyiv,Ukraine,100,"['ReDesign two 4 page brochures and create one power point presentation', 'Playground Grand opening flyer', 'Finish the Adobe Indesign ebook', 'Ebook design', 'Finish the Adobe Indesign ebook', ""Graphic Design for Fun Kid's ID Cards"", 'Visual image in ppt', 'Logo updates x 2', 'Expert Graphic Designer | Illustrator', 'Hubs in a world map in a visual engaging way \n            -\n            \n              Upwork enterprise client', 'Simple DL Flyer Designed', 'Presentation Creation', 'Infographics For Time Magazine Best Invention Of 2021', 'Graphic designer', 'Graphic Designer Email, Web, Graphics', 'Interactive Brochure from PDF', 'Graphic designer needed for work on pdf presentation 5-10 hours in next 2 days', 'PDR Training', 'Provider facing graphic design', 'Real Estate Portfolio Design - Expert - Ongoing jobs']","['Microsoft PowerPoint', 'Brochure', 'Adobe Illustrator', 'Graphic Design', 'Print Design', 'Layout Design', 'Editorial Design', 'Magazine', 'Adobe InDesign', 'Google Slides', 'Chart Presentation', 'Presentations', 'Leaflet', 'Company Profile']"
112,Senior Graphic Designer | Logo Designer | Branding & Packaging Design,$75.00/hr,"I am an award-winning senior graphic designer with over 25 years of experience and a proven ability to take projects from concept to final delivery, ensuring deadlines are met. 

• Logo design • Packaging Design • Brand Identity • Brand Guidelines • Presentation Design
________________________

📦 Packaging Design: 

I manage every aspect of Packaging Design, from Concept Design to the final Packaging Dieline. Specializing in sectors like Food Packaging, Cosmetics, and Amazon FBA, I ensure your packaging is both attractive and effective.

Packaging Design Highlights:

• Label & Package Design: Developing eye-catching and informative packaging.
• 3D Design & Mockups: Employing advanced technology for lifelike product previews.
• Custom Solutions for Box, Bag, and Pouch Packaging: Tailoring designs to meet the unique needs of your products.
________________________

🔖 Logo Design and Branding Identity Design: 

I offer branding services that enhance and solidify your brand identity. From creating Brand Guidelines to crafting impactful Logos, my designs ensure consistency and strategic branding across all platforms.

Branding Services Include:

• Corporate Branding Design & Logo Design: Establishing a strong and cohesive brand identity from scratch.
• Icon Design & Brand Consulting: Refining visual elements to support your branding efforts.
• Brand Identity & Guidelines: Setting the foundation for a clear and effective brand presence.
________________________

📊 Presentation Design: 

I excel in crafting detailed Business Presentations and Pitch Decks that clearly communicate your ideas. Utilizing Microsoft PowerPoint and Keynote, I create presentations that are both informative and visually compelling.

Presentation Design Services:

• Marketing and Sales Presentations: Designed to clearly articulate value and drive engagement.
• Infographics & Financial Presentations: Tailoring content to emphasize key data and insights.
• Slide Design & Animations: Adding smooth transitions and animations to enhance presentations.
________________________

🎨 Expert Print Design Services:

With extensive expertise in Adobe Illustrator and Adobe Photoshop, I provide Print Marketing Material that engages and educates. From vibrant Brochures to polished Ebook Designs, my creations ensure your brand stands out.

Print Design Specialties:

• Graphic Design & Layout Design: Crafting visually cohesive and appealing print media.
• Infographic Creation: Turning complex data into clear and engaging visual narratives.
• Magazine and Brochure Designs: Enhancing layout and design for maximum impact and readability.
________________________

🏅 Professional Achievements: 

• 700 Successful Projects: Demonstrating a wide array of design solutions for satisfied clients.
• 25 Years of Dedicated Service: Committed to delivering exceptional design outcomes.
• Client-Focused Design Solutions: Customizing every project to align with client needs and market trends.
________________________

🗣 Client Testimonials:

“Will’s innovative packaging design has distinguished our products in a competitive market.”

“His skill in transforming complex information into streamlined, impactful presentations has revolutionized our business communications.”
________________________

🔹 Ready to Elevate Your Brand?

Click the “Invite to Job” button to begin our collaboration. Let’s make your brand stand out",163,"2,089",Windermere,,100,"['Florida Restore Logo Redesign and Brand Guidelines', 'You will get a unique and catchy logo crafted for your company', 'Packaging/graphic designer needed for wellness brand', 'Seeking Packaging Design Support for Bagged Masonry Mortar Products', 'Beauty Brand Packaging Designer for Product Updates and Line Extension', 'Packaging Design - Canada - Retail - 4 SKUs', 'Logo File Adjustments', 'Create a logo for our podcast', 'Vehicle Wrap Design and Uniform Design', 'Have a fireworks image with a large pole in foreground I would like removed', 'PDF Adjustment', 'Graphic Artist for Logo, Theory of Change Graphic, and Logic Model', 'Logo Design and PPT Template Creation', 'Bar Design Project', 'Expert Adobe Illustrator Designer Needed for Packaging Design', 'Active Jobs', 'Career Growth Flyer for Internal Company Sharing', 'Logo Design', 'Rebranding Opportunity For Home Service Company', 'Winni Treats needs package design']","['Logo Design', 'Packaging Design', 'Label Design', 'Adobe Illustrator', 'Graphic Design', 'Adobe Photoshop', 'Brand Identity', 'Brand Design', 'Presentation Design', 'Pitch Deck', 'Presentations', 'Label & Packaging Design', 'Brand Identity Design', 'PowerPoint Presentation', 'Brand Identity & Guidelines']"
113,Expert Brand & Packaging Designer | UI/UX Designer,$70.00/hr,"Share your vision, I will transform it into a legendary brand identity/packaging design that stands out from the crowd!

Saudi Aramco, Johnson & Johnson, the Saudi Government, Golf Saudi, Invest Saudi, The Camel Soap Factory Dubai, Wallace & Co Dubai, Credent Partners Limited UK, Monroe Yorke Diamonds and BaseHost Melbourne, are just a few companies that believe in me, would you be the next?

My Powers:
- 25+ years of international experience
- Expert Brand Identity & Packaging Designer (UpWork Certified)
- Top Rated Plus Freelancer (Top 3% Talents on the platform)
- Fast turnaround

DM me to discuss the details!",255,"4,255",Bucuresti,Romania,100,"['Graphic Design', 'Logo design', 'Product Packaging Design - Saudi Tourism', 'Logo Design', 'You will get a Professional Business Cards & Stationery Design', 'Packaging designs part 2', 'Practice Task for Graphic Designer', 'We need help with logo + favicon design for an enterprise technology company', 'Logo design and branding concept', 'Logo creation; and potential company ID with Business cards, PP, Word Template, etc', 'Brand Refresh - The Camel Soap Factory', 'Graphic Designer for Detergent Powder/liquid  Package', 'Participation in a research project about your learning journey (6 x 15 minutes)', 'Graphic Designer for Detergent Powder/liquid  Package', 'Logo and graphics designer for brands', 'Packaging design for a raised dog bowl', 'Design files needed', 'Product images for new product', 'Hoopes Homes logo', 'Label Redesign']","['Packaging Design', 'Graphic Design', 'Brand Identity Design', 'Corporate Branding', 'Brand Guidelines', 'Label & Packaging Design', 'Logo Design', 'Art Direction', 'UI/UX Prototyping', 'Corporate Brand Identity', 'Wireframing', 'Style Guide', 'Digital Marketing Materials', 'Website Asset', 'Web Design']"
114,Graphic Designer | Animator | Web Design | Illustrator,$30.00/hr,"Hi, my name is Hans. I'm a freelance graphic designer, Illustrator and 2d animator with 8 years of experience.

I can help you make any kind of illustration in the style you want, I can make books for children, vectorizations, digital painting, 2D animation, GIF, flyers, pamphlets, logos, branding, and graphic design in general

🎨Graphic Designing Services:

🔹 Logo Designs: Transforming brand identities into memorable symbols.
🔹 Flyers & Brochures: Creative collateral that effectively communicates messages.
🔹 Label & Packaging Designs: Eye-catching solutions that enhance product appeal.
🔹 T-Shirt Designs: Unique and trendy statements for target audiences.
🔹 Infographics: Simplifying complex information into engaging graphics.
🔹 Pitch Decks: Creating persuasive presentations for investors.
🔹 Book Covers: Captivating designs that reflect the essence of the content.
🔹 Thumbnail Designs: Compelling visuals for digital platforms.
🔹 Social Media Posts: Engaging content sparking interaction.
🔹 Vehicle Wraps: Dynamic designs turning vehicles into brand ambassadors.

🎨 Animation Services:

🔹 Motion Graphics: Adding dynamic elements to elevate visual appeal.
🔹 Explainer Videos: Simplifying complex ideas through engaging visual narratives.
🔹 Whiteboard Animation: Simplifying concepts with captivating hand-drawn illustrations.
🔹 GIFs: Crafting eye-catching animations for digital platforms.
🔹 Special Effects: Enhancing videos with stunning visual effects for maximum impact.
🔹 Promo Videos: Compelling videos that showcase products or services.
🔹 Short Reels: Captivating snippets that highlight key moments or messages.
🔹 Trailers: Exciting previews that generate anticipation for upcoming releases.
🔹 Social Media Content: Tailored videos optimized for various social media platforms.

🌟Why Choose Me:🌟

✅ Experience: 8 years of hands-on expertise in video editing and animation.
✅ Attention to Detail: Meticulous focus ensures high-quality videos every time.
✅ Client Satisfaction: Committed to surpassing client expectations and achieving success.
✅ Communication: Clear and prompt communication ensures perfect project collaboration and understanding of client needs.

Excited to connect? Whether you're a filmmaker, content creator, business owner, or individual in need of professional video editing services, I'm here to bring your ideas to life. Let's create something amazing together! Feel free to reach out to discuss your project requirements and how I can help you achieve your goals.

Best regards,
Hans",204,579,Queens County,,94,"['Graphic Design for Event Materials', 'Graphic', 'Graphic Design Expert- Experience with Educational or Environmental Themes & Advertising', 'Graphic Designer/Video Editor for IT video intro & outro', 'NEO-SOCIAL Logo', 'Social Media Video', 'PowerPoint Designer for E-Learning', '2D Vertical Animation for Affiliate Program Explainer', 'Video recreate', 'Social Media Video (Short Version)', 'Re-active my domain.', 'Canva-based solution flyer template', 'Looking for a Graphics designer for a series of covers for contemporary romance novels', 'Ad Creative Graphic Designer', 'Graphic design']","['Graphic Design', 'Sales & Marketing Collateral', 'Brand Identity Design', 'Logo Animation', 'Cover Art Design', 'Illustration', 'Print Marketing Materials', '2D Animation', 'Motion Graphics', 'Whiteboard Animation', 'Explainer Video', 'Animated Explainer', 'Video Ad', 'Video Editing', 'Trailer']"
115,Creative Art Director | Graphic Designer,$100.00/hr,"🥇 Ranked Top 3% of all Upwork Talent.
🏆 Award-winning Creative Art Director/Designer.

Creative Art Director | Inspiring Enterprises Through Innovative Creative Ideas and Design Solutions | Brand Identity Expert | Transforming Ideas into Creative Excellence | Design Monster and Creative Superhero.

⭐️⭐️⭐️⭐️⭐️ ""Amazing Art/Creative Director. Perfectly handled the creative department with his unique style of managing the team. Every single project was delivered on time.""

🚀 An innovative and motivated creative individual who enjoys design as a hobby and profession. Passionate about branding, generating creative ideas, and ensuring a company’s vision stays consistent throughout the organization.

🧑‍💻 I am Aaqib Shah, an award-winning Creative Art Director/Designer with 20 years of experience with a successful track record of designing projects and creating ideas. What I do is simple, I find a way to turn ideas into reality. Whether a business owner is looking for a creative team or an agency on the hunt for a new team member, my goal is always to ensure we're working together in the best way possible.

💡 Full range of services, including:
🎨 Branding: Logo Design, Brand Identity, Brand Guidelines, Social Media Brand
🤳 Social Media: Instagram, Facebook, LinkedIn, Twitter
🎯 Ads & Campaigns: Ads, OOH, Digital Banners, Art Direction
🖥 Presentation Design: Pitch Decks, Sales Decks, Presentations
📧 Editorial Design: Annual Report, eBooks, Newsletters, Email Marketing
🎭 UI Design: App and Web Design
📦 Amazon: Infographic, A+ Content

Excited to bring my creativity to your project. Let's make great things happen together.
Onwards and upwards! 🖖",33,"1,217",Salwa,Kuwait,100,"['Branding Kit for A company', 'Art director for FASH brand presentation', 'Hotel Concept Presentation', 'Art director with deep experience in brand design and development for products in Amazon', 'brand design, infographics and A+ Content in Amazon', 'Branding & Graphic Design', 'Strong Graphic Designer Needed', 'Typography & Motion designer', 'Graphic Designer needed for social media work', 'PG2281-493 Creation of new social media assets', 'A+ and Infograhic', 'Graphic Designer', 'Need someone to design Google Display Ads']","['Logo Design', 'Adobe Illustrator', 'Social Media Imagery', 'Brand Identity & Guidelines', 'Art Direction', 'Typography', 'Social Media Content', 'Creative Direction', 'Business Presentation', 'Brand Development', 'Brand Consulting', 'Brand Identity', 'Instagram', 'Social Media Advertising', 'Branding']"
116,"Business Presentation Design, Infographic, Corporate Pitch Deck | PPT",$60.00/hr,"✅ Business presentations, pitch deck design, and infographics are my expertise areas. 

Along with classic design techniques and approaches I'm working with Generative AI art | AI Image Generation & Editing.

I value tight communication and completing projects in a timely manner. 
If you are looking for quality at a reasonable price and created on time, feel free to contact me.",38,"1,776",Kyiv,Ukraine,100,"['Freelance Senior Graphic Designer - Presentations', 'Impact Report Design Concept & Sample Pages', 'Graphic design support', 'Power Point presentation', 'Document design for website', 'Help with website imagery', 'Document to present Inside Track', 'Birmingham Brochure', 'Create a compelling pitch deck for SAAS start up', 'Design of PowerPoint Presentation', 'TechX Presentation', 'Graphics Company for PowerPoint, Infographics, and Marketing Content', 'Graphic design support', 'Graphic design support']","['Infographic', 'Branding Template', 'Microsoft PowerPoint', 'Presentation Design', 'Canva', 'Business Presentation', 'Data Visualization', 'Google Slides', 'Pitch Deck', 'Editorial Design', 'Layout Design', 'Process Infographics', 'Informational Infographic', 'Generative AI', 'Artificial Intelligence Ethics']"
117,Graphic & UXUI Designer / Digital & print design / Editorial Design,$16.50/hr,"I am a graphic designer with more than seven years of experience in branding, editorial, marketing and event design. I am also specialized in UXUI design. Within graphic design I am passionate about editorial design. I have designed magazines, books, institutional presentations, brochures and even thesis. I am very dedicated to my work, creative and efficient.

Throughout my career, I have worked with a wide range of clients in different industries and have developed a solid understanding of best practices in design and branding. 

As a graphic designer, I pride myself on my ability to deliver projects quickly and responsively without compromising quality. My interpersonal skills are one of my strengths and allow me to work effectively as a team to achieve client goals.

Some points that I believe highlight my profile:
✨ With over 7 years of experience in graphic design, I've had the opportunity to work with clients from diverse industries, honing my ability to adapt to various styles and requirements.
✨ As a UXUI designer with 4 years of experience, I've developed a keen eye for creating user-friendly interfaces that enhance the user experience.
✨ I excel at following clients' design and branding guidelines, ensuring that my work aligns seamlessly with their brand's vision.
✨ My proficiency in Adobe Creative Suite allows me to bring clients' ideas to life with stunning visuals and graphics.
✨ I'm skilled at managing multiple tasks and projects concurrently, delivering exceptional work within agreed deadlines.

Design experience:
✨ Branding design (complete identities with logos, color palette, institutional websites, business cards, envelopes, etc).
✨ Editorial design (books, brochures, magazines, etc).
✨ Digital presentation design (google Slides, Canvas, interactive pdfs).
✨ Digital and print marketing pieces (Mailings, catalogs, brochures, flyers, posters, banners, merchandising, etc.).
✨ Social media pieces (Images and videos for Instagram, LinkedIn, Facebook, TikTok ).
✨ Pieces for events (invitations, videos, etc).

If you are looking for a creative, reliable and experienced graphic design collaborator, I think I can be an excellent candidate.

I look forward to hearing from you and thank you for your time and consideration.

Sincerely, Mercedes.",10,75,Buenos Aires,Argentina,100,"['Website creation', 'Brochure for off-plan sales for villas', 'Presentation slides for online training', 'Replicate Email Template in Canva', 'I need someone to build a PowerPoint presentation for NOC Services that we want to offer', 'Redesign a brochure', 'Canva onboarding presentation', 'Canva Expert for Brand Identity Book and Social Media Posts', 'Ongoing Graphic Designs & Presentation Designs As Needed', 'Printready and Typeset: including new graphs and diagrams.']","['Editorial Design', 'Adobe After Effects', 'Graphic Design', 'Canva', 'Presentation Design', 'Logo Design', 'Adobe InDesign', 'Merchandise Graphic Design', 'User Experience Design', 'UX & UI', 'Book Design', 'User Interface Design', 'Video Editing', 'Adobe Premiere Pro', 'Business Presentation']"
118,Professional Designer / Creative,$25.00/hr,"Hi there! I'm Angelica ⭐️, a passionate and dedicated Designer with a mission to bring your brand to life through captivating visual content. With a background in Multimedia, Editorial Design, Branding, and more, I'm here to be your friendly ally in enhancing your brand's creative process.

// About Me

My journey in design began with a fascination for storytelling through visuals. Over the years, I've honed my skills in Multimedia, Editorial Design, Branding, and Graphic Design, collaborating with tech and design companies to bring ideas to life and contribute to the success of diverse projects.

// What Sets Me Apart?

I pride myself on my ability to communicate accurately and precisely, ensuring exceptional results for my clients. I believe that clear communication is key to a successful collaboration, and I offer well-developed written and verbal communication abilities to make sure your vision is realized.

// Why Choose Me?

✔️ Transparent Pricing: No hidden costs
✔️ Originality: 100% custom design
✔️ Communication: 24/7 friendly and fast communication
✔️ Satisfaction Guarantee: Unlimited Revision Rounds

// My Services

⭐️ GRAPHIC DESIGN
- Editorial Design
- Digital Design
- Presentation Design
- Illustration
- Stylescapes
- Mockups

⭐️ BRANDING
- Brand Development & Rebranding
- Logo & ID Systems
- Brand Style Guides
- Print & Packaging
- Iconography
- Social Media
- Brand Strategy

⭐️ DIGITAL DESIGN & DEV.
- Website Design & Development
- UI/UX Design
- Videogame Design
- App Design

⭐️ UI/UX DESIGN
- User Research
- Wireframing
- Prototyping
- User Interface Design
- User Experience Design
- Usability Testing

⭐️ ARCHITECTURE
- Archviz
- BIM Modeling
- FF&E Specifications
- Presentation Plans
- Moodboards

Let's collaborate to create outstanding products that elevate your brand! Reach out, and let's make your vision a reality. Looking forward to working with you!",22,792,Santo Domingo,Dominican Republic,100,"[""Alica's Pepperpot Rebranding"", 'Phenomenal Talent Basic Branding', 'Google Slide Deck ""rebrand""', 'Need someone to create IG posts based off clear instructions and templates already made', 'Need someone to build a brand guide from the logos, color scheme, and elements we already have', 'Re-branding Identity, Packaging, etc.', 'UX/UI Designer ➝ Import Mockups from Canva & Create Style Guide and Prototype in Figma', 'UX Designer VSR1', 'Squarespace design', 'UX Designer VSR1']","['Canva', 'Game Design', 'Interior Architecture', 'UI/UX Prototyping', 'Squarespace', 'User Interface Design', 'Graphic Design', 'Figma', 'Brand Guidelines', 'Digital Illustration', 'Web Design', 'Branding', 'Editorial Design', 'Brand Design', 'Brand Strategy']"
119,Print & Digital (web) Graphics designer,$40.00/hr,"I'm Usman, a professional Print & Digital (web) Graphics designer with over 10+ years of experience. I work as a Full-Time Designer and Illustrator, Full of Creative ideas to take your business to the next level! 5 Star, top-rated super seller!. I live, eat and breathe in design which has been a passion of mine since formative years.

Over the Last decade, I have designed wide range of Graphics, Deck Presentation, Web banners, Brochure, Logos, Business Cards, Interior Layout, Book Cover, Magazine etc. using Adobe Photoshop, Illustrator & InDesign. I am very passionate about design and keep up to date with the latest.

I have expert level skills in Microsoft Office Applications (Word, PowerPoint and Excel). I do each project with full devotion and believe in delivering quality product. I look forward to putting your hard work into print or even digital (web).",195,300,New York City,,100,"['school invoice', 'One cover photo of Polly Book Series front cover only, no back cover.', 'Book Series Formatting', 'school receipt', 'Info Biographic', 'Info Biographic', 'You will get Facebook cover, youtube banner, or any social media post design', 'You will get Facebook cover, youtube banner, or any social media post design', 'Book Bundle Mockup', 'Publisher/Canva expert to add design and detail to a work portfolio', 'Custom Shirt Design for Youth Basketball Coaches', 'InDesign Expert Graphic Designer', 'Graphic Design', 'T-Shirt Designer', 'T-shirt design', 'Graphic artist needed', 'Format word doc table into clean landscape layout for print', 'WorldView Case Study Edits', 'Convert horizontal ad to a vertical ad from a jpg', 'Haunted Harbor - Halloween Event']","['Adobe Photoshop', 'Adobe Illustrator', 'Microsoft PowerPoint', 'T-Shirt Design', 'Canva', 'Book Cover Design', 'Social Media Design', 'Flyer Design', 'Banner Ad Design', 'Presentations', 'Editorial Design', 'Magazine Layout']"
120,Graphic & UXUI Designer / Digital & print design / Editorial Design,$16.50/hr,"I am a graphic designer with more than seven years of experience in branding, editorial, marketing and event design. I am also specialized in UXUI design. Within graphic design I am passionate about editorial design. I have designed magazines, books, institutional presentations, brochures and even thesis. I am very dedicated to my work, creative and efficient.

Throughout my career, I have worked with a wide range of clients in different industries and have developed a solid understanding of best practices in design and branding. 

As a graphic designer, I pride myself on my ability to deliver projects quickly and responsively without compromising quality. My interpersonal skills are one of my strengths and allow me to work effectively as a team to achieve client goals.

Some points that I believe highlight my profile:
✨ With over 7 years of experience in graphic design, I've had the opportunity to work with clients from diverse industries, honing my ability to adapt to various styles and requirements.
✨ As a UXUI designer with 4 years of experience, I've developed a keen eye for creating user-friendly interfaces that enhance the user experience.
✨ I excel at following clients' design and branding guidelines, ensuring that my work aligns seamlessly with their brand's vision.
✨ My proficiency in Adobe Creative Suite allows me to bring clients' ideas to life with stunning visuals and graphics.
✨ I'm skilled at managing multiple tasks and projects concurrently, delivering exceptional work within agreed deadlines.

Design experience:
✨ Branding design (complete identities with logos, color palette, institutional websites, business cards, envelopes, etc).
✨ Editorial design (books, brochures, magazines, etc).
✨ Digital presentation design (google Slides, Canvas, interactive pdfs).
✨ Digital and print marketing pieces (Mailings, catalogs, brochures, flyers, posters, banners, merchandising, etc.).
✨ Social media pieces (Images and videos for Instagram, LinkedIn, Facebook, TikTok ).
✨ Pieces for events (invitations, videos, etc).

If you are looking for a creative, reliable and experienced graphic design collaborator, I think I can be an excellent candidate.

I look forward to hearing from you and thank you for your time and consideration.

Sincerely, Mercedes.",10,75,Buenos Aires,Argentina,100,"['Website creation', 'Brochure for off-plan sales for villas', 'Presentation slides for online training', 'Replicate Email Template in Canva', 'I need someone to build a PowerPoint presentation for NOC Services that we want to offer', 'Redesign a brochure', 'Canva onboarding presentation', 'Canva Expert for Brand Identity Book and Social Media Posts', 'Ongoing Graphic Designs & Presentation Designs As Needed', 'Printready and Typeset: including new graphs and diagrams.']","['Editorial Design', 'Adobe After Effects', 'Graphic Design', 'Canva', 'Presentation Design', 'Logo Design', 'Adobe InDesign', 'Merchandise Graphic Design', 'User Experience Design', 'UX & UI', 'Book Design', 'User Interface Design', 'Video Editing', 'Adobe Premiere Pro', 'Business Presentation']"
121,Digital Illustration | Doodle and Hand Lettering,$50.00/hr,"Hi, I help companies and entrepreneurs overcome language barriers and connect with their audience through professional and distinctive illustrations, infographics, and lettering pieces.

During my 10-year career, I have worked with companies of all sizes from small family businesses to industry giants like Johnson & Johnson, Mars and Pepsico and I treat every project with professionalism and enthusiasm.

I specialise in the following:
- Website/App Illustrations
- Blog/Editorial Illustrations
- Social Media Design
- Packaging Design
- Podcast/Album Covers
- Infographics
- Swag design

What working with me looks like:
- I can work without too much guidance and will deliver work that needs minimal revisions.
- I am very well organised and will never miss a deadline.
- I love exchanging ideas and receiving constructive feedback. I am not the kind of designer that stubbornly sticks to her ideas, but a flexible one, who likes to be challenged.

Sounds like a match made in heaven? I'd love to learn more about your business and see how we can reach and delight your audience.",541,"1,659",Bucharest,Romania,100,"['Seeking Illustrator for Our Book', 'Summer Campaign PubliBike', '2 Neighborhood Maps- Rockport & Manchester', 'Logo based on handwriting', 'January Offer 2024', 'Sketch Artist for Summary Boards', 'Graphic Designer / Illustrator  Needed for Three Distinct Challenge Coin Designs', 'March Spring Offer 2024', 'BEA Offer PubliBike', 'Allston Hall Neighborhood Illustration Map', 'Client privacy training sketch', 'Puzzle Illustration for Summer Camp Gift (42x57 cm at 300dpi)', 'Business Infographic Illustrator', 'Graphic Designer to create a range of wellbeing interactive printables']","['Lettering', 'Procreate', 'Infographic', 'Illustration', 'Digital Art', 'Cover Art Design', 'Freehand Digital Illustration', 'Editorial Illustration', 'Vector Graphic', 'Adobe Illustrator', 'Freestyle Drawing', 'Ebook Design', 'Social Media Imagery', '2D Design & Drawings', 'Doodle']"
